artwork_id,title,artist_id,art_type,year,image_url,description,museum_id,medium,dimensions,museum_page_url,on_view,highlight
artwork_0000172,En route pour la pêche (Setting Out to Fish),john-singer-sargent,painting,1878,"https://api.nga.gov/iiif/104fd57e-cd5f-4fa5-a31c-440dcd256ed6/full/!800,800/0/default.jpg","En route pour la pêche depicts a scene in the quiet fishing village of Cancale, on the north coast of Brittany, France. Against the broad beach at low tide, the town's quay and lighthouse, and cloud-filled blue skies, a group of women and children set out to gather fish and shellfish from shallow pools for their evening dinner. The figures, arranged along the light-dappled shore like figures on a classical frieze, are followed by several more people descending the slipway. John Singer Sargent's impressive composition and deft brushwork endow the popular, but often overly sentimentalized, 19th-century subject of everyday peasant life with an unprecedented freshness. While this painting gives an impression of spontaneity and facile execution, Sargent devoted an extraordinary amount of effort to preparing it for the 1878 Paris Salon, a highly regulated annual exhibition. The young artist understood the conservative nature of the Salon and therefore executed the canvas as formally and tightly as possible given his training. Even before the Salon closed, the painting had found a patron, marking the second sale of Sargent's career. Born to American parents in Florence, Italy, Sargent studied in Paris in the 1870s at the prestigious École des Beaux-Arts and with the fashionable French painter Carolus-Duran. During these formative years before his rapid rise to fame as a portraitist, Sargent loved to sketch the sea and coastal life while traveling with his family. The artist began to develop En route pour la pêche, along with a related work in the Museum of Fine Arts, Boston, at age 21. These were his first genre paintings (scenes of everyday life) and, along with their many preparatory works, constituted his first large body of work devoted to one locale.",national-gallery-of-art-washingtondc-us,Oil on canvas,overall: 78.7 × 122.9 cm (31 × 48 3/8 in.); framed: 117.16 × 161.77 × 13.97 cm (46 1/8 × 63 11/16 × 5 1/2 in.),https://www.nga.gov/artworks/166472-en-route-pour-la-peche-setting-out-fish,FALSE,FALSE
artwork_0000173,Marie Buloz Pailleron (Madame Édouard Pailleron),john-singer-sargent,painting,1879,"https://api.nga.gov/iiif/2e694859-eac1-4662-b1dd-ac0d10273655/full/!800,800/0/default.jpg",,national-gallery-of-art-washingtondc-us,Oil on canvas,overall: 211.2 × 104.4 cm (83 1/8 × 41 1/8 in.); framed: 246.7 × 139.07 × 15.88 cm (97 1/8 × 54 3/4 × 6 1/4 in.),https://www.nga.gov/artworks/97063-marie-buloz-pailleron-madame-edouard-pailleron,FALSE,FALSE
artwork_0000174,Margaret Stuyvesant Rutherfurd White (Mrs. Henry White),john-singer-sargent,painting,1883,"https://api.nga.gov/iiif/65f8a676-7e7a-4b1d-9e38-569fe9c8b29e/full/!800,800/0/default.jpg","Margaret Stuyvesant Rutherfurd White made quite an impact on her expatriate acquaintances in Europe. Novelist Edith Wharton recalled her striking beauty: ""It is hard to picture nowadays the shell-like transparence, the luminous red-and-white, of those young cheeks untouched by paint or powder, in which the blood came and went like the lights of an aurora."" Although she appears rather serious in this formal portrait, Mrs. White—called ""Daisy""—was known to be quite lively in her social pursuits. As the author Henry James wrote from London in 1888: ""The happy American here, beyond all others, is Mrs. Henry White."" When Gilded Age aristocrats and socialites wanted someone who could capture both their gifts and their status, they called on John Singer Sargent. Paris was the artist's home from 1874, when he began study there with the well-known portraitist Carolus-Duran, until 1886, when he moved to London. He frequently exhibited portraits at the annual Paris Salon, which led to many new assignments. Such was the case with this likeness of the wealthy Daisy White. Upon seeing Sargent's Lady with the Rose (1882, The Metropolitan Museum of Art) at the Salon of 1882, White arranged her commission. The subject came from a prominent academic and social New York lineage and in 1879 had married diplomat Henry White, scion of a distinguished Maryland family. When White requested her portrait at age 29, her husband was the First Secretary of the American legation in Paris. The couple lived mostly in that city before Henry White was posted to Vienna in 1883 (and later to London). Sargent began the portrait in late 1882, and worked on it alongside the painting of another American woman living in Paris, Virginie Amélie Gautreau (Madame X, 1884, The Metropolitan Museum of Art). However, White left Paris for obligations in the south of France after only a few sittings. Gathering up the enormous and unusually wide canvas, the artist followed her and kept ""brushing away"" on the portrait in Nice and back in his Paris studio. The virtuoso handling of the dress—featuring a dazzling array of white fabrics of varying texture, including satin, lace, and tulle—and of the highlights on the fan and opera glasses makes the subject glow against the elegant chaise and muted background.",national-gallery-of-art-washingtondc-us,Oil on canvas,overall: 225.1 × 143.8 cm (88 5/8 × 56 5/8 in.); framed: 249.24 × 167.96 × 12.07 cm (98 1/8 × 66 1/8 × 4 3/4 in.),https://www.nga.gov/artworks/166470-margaret-stuyvesant-rutherfurd-white-mrs-henry-white,FALSE,FALSE
artwork_0000175,Irises,vincent-van-gogh,painting,1889,"https://media.getty.edu/iiif/image/8c255d80-7382-46db-9fa8-892c0d37247e/full/800,/0/default.jpg","In May 1889, after episodes of self-mutilation and hospitalization, Vincent van Gogh chose to enter an asylum in Saint-Rémy, France. There, in the last year before his death, he created almost 130 paintings. Within the first week, he began Irises, working from nature in the asylum's garden. The cropped composition, divided into broad areas of vivid color with monumental irises overflowing its borders, was probably influenced by the decorative patterning of Japanese woodblock prints. There are no known drawings for this painting; Van Gogh himself considered it a study. His brother Theo quickly recognized its quality and submitted it to the Salon des Indépendants in September 1889, writing Vincent of the exhibition: ""[It] strikes the eye from afar. It is a beautiful study full of air and life."" Each one of Van Gogh's irises is unique. He carefully studied their movements and shapes to create a variety of curved silhouettes bounded by wavy, twisting, and curling lines. The painting's first owner, French art critic Octave Mirbeau, one of Van Gogh's earliest supporters, wrote: ""How well he has understood the exquisite nature of flowers!""",the-getty-losangeles-us,Oil on canvas,Unframed: 74.3 × 94.3 cm (29 1/4 × 37 1/8 in.); Framed [Outer Dim]: 94.9 × 114.9 × 11.4 cm (37 3/8 × 45 1/4 × 4 1/2 in.),https://www.getty.edu/art/collection/object/103JNH,TRUE,TRUE
artwork_0000176,"Wheatstacks, Snow Effect, Morning (Meules, Effet de Neige, Le Matin)",claude-monet,painting,1891,"https://media.getty.edu/iiif/image/c7a070ce-bae3-4424-8ad3-55e3dea5e1ff/full/800,/0/default.jpg","In the fall of 1890, Impressionist Claude Monet arranged to have the wheatstacks near his home left out over the winter. By the following summer he had painted them at least thirty times, at different times throughout the seasons. Wheatstacks was Monet's first series and the first in which he concentrated on a single subject, differentiating pictures only by color, touch, composition, and lighting and weather conditions. He said, ""For me a landscape hardly exists at all as a landscape, because its appearance is constantly changing; but it lives by virtue of its surroundings, the air and the light which vary continually."" After beginning outdoors, Monet reworked each painting in his studio to create the color harmonies that unify each canvas. The pinks in the sky echo the snow's reflections, and the blues of the wheatstacks' shadows are found in the wintry light shining on the stacks, in the houses' roofs, and in the snowy earth. With raised, broken brushstrokes, Monet captured nuances of light and created a solid, geometric structure that prevents the surface from simply melting into blobs. The wheatstacks are solid forms, and, while the outlying houses are indecipherable close-up, they are clear from a distance.",the-getty-losangeles-us,Oil on canvas,Unframed: 64.8 × 100.3 cm (25 1/2 × 39 1/2 in.); Framed [Outer Dim]: 88.6 × 123.2 × 7.9 cm (34 7/8 × 48 1/2 × 3 1/8 in.),https://www.getty.edu/art/collection/object/103RK8,TRUE,TRUE
artwork_0000177,Sunrise (Marine),claude-monet,painting,1872 or 1873,"https://media.getty.edu/iiif/image/2709b745-b312-4a5c-b0f8-884b4dca5cbc/full/800,/0/default.jpg","In the muted palette of the emerging dawn, Claude Monet portrayed the industrial port of Le Havre on the northern coast of France. The brilliant orange of the rising sun glimmers amid the damp air and dances on the gentle rippling water, lighting up its iridescent blues and greens. Barely discernible through a cool haze, pack boats on the left billow smoke from their stacks. Painted during the spring of 1873 as the country struggled to rebuild following the Franco-Prussian war, this Sunrise might also metaphorically suggest a new day dawning in France. Sunrise exemplifies Monet's plein air, or ""outdoor,"" approach to painting. The informal and spontaneous brushstrokes establish this picture as one of the first works, along with the famous Impression: Sunrise at the Marmottan Museum in Paris, in the Impressionist style that was to make him famous. The ephemeral play of light, water, and air would remain Monet's subject for the rest of his career.",the-getty-losangeles-us,Oil on canvas,Unframed: 50.2 × 61 cm (19 3/4 × 24 in.); Framed [Outer Dim]: 67.3 × 78.4 × 6.4 cm (26 1/2 × 30 7/8 × 2 1/2 in.),https://www.getty.edu/art/collection/object/103QT7,TRUE,FALSE
artwork_0000178,Still Life with Flowers and Fruit,claude-monet,painting,1869,"https://media.getty.edu/iiif/image/a27c10c4-f475-47fe-bc33-3497e5afa14e/full/800,/0/default.jpg","Although painted in his studio, this still life shows the influence of the outdoor experiments that Claude Monet undertook in the summer and fall of 1869, while he was living at Bougival on the Seine River. His exercises in different painting techniques are seen in the way he softened the outlines of forms and the manner in which he explored the descriptive possibilities of brushstrokes: broad and flat in the tablecloth, sketchy in the apples, and short and dense in the flower petals. Monet's technique is also apparent in the use of light to animate the surfaces of the flowers, fruit, and tablecloth, and in the way the colors are affected by the light, by reflections, and by each other. These pictorial innovations became the foundation for the development of the Impressionist technique in the decades that followed.",the-getty-losangeles-us,Oil on canvas,Unframed: 100.3 × 81.3 cm (39 1/2 × 32 in.); Framed [Outer Dim]: 139.4 × 120 × 12.1 cm (54 7/8 × 47 1/4 × 4 3/4 in.),https://www.getty.edu/art/collection/object/103RF8,TRUE,FALSE
artwork_0000179,The Portal of Rouen Cathedral in Morning Light,claude-monet,painting,1894,"https://media.getty.edu/iiif/image/6d1d6b93-71bb-41f1-9ffd-48e49f3adbe8/full/800,/0/default.jpg","""Everything changes, even stone."" Claude Monet wrote these words in a letter and vividly demonstrated them in paint, conveying a wondrous combination of permanence and mutability as the sun daily transformed the facade of Rouen Cathedral. Extending the building's encrusted stone surface to the richly varied impasto surface of his painting, he portrayed the cathedral perpetually re-emerging in the suffused light of early morning. Monet created several groups of paintings exploring the color, light, and form of a single subject at various times of day, but his Rouen Cathedral series was his most intense effort on a single site. He painted there in late winter in both 1892 and 1893, then reworked his thirty canvases from memory in the studio through 1894. He began this example in 1893, working in an improvised studio in the front room of a dressmaker's shop across from the cathedral. After creating a coherent ensemble, Monet selected twenty paintings that he considered ""complete"" and ""perfect,"" including this one, for an exhibition at his Paris dealer's gallery in May 1895. Pissarro and Cézanne visited and praised the series, and patrons quickly purchased eight paintings from the group.",the-getty-losangeles-us,Oil on canvas,Unframed: 100.3 × 65.1 cm (39 1/2 × 25 5/8 in.); Framed [Outer Dim]: 113.3 × 77.5 × 5.7 cm (44 5/8 × 30 1/2 × 2 1/4 in.),https://www.getty.edu/art/collection/object/108HGY,TRUE,TRUE
artwork_0000180,Haystacks: Autumn,jean-françois-millet,painting,1874,https://collectionapi.metmuseum.org/api/collection/v1/iiif/437097/794482/main-image,"This picture is from a series depicting the four seasons commissioned in 1868 by the industrialist Frédéric Hartmann. Millet worked on the paintings intermittently for the next seven years. In Autumn, with the harvest finished, the gleaners have departed and the sheep are left to graze. Beyond the haystacks lie the plain of Chailly and the rooftops of Barbizon. The loose, sketchlike finish of this work is characteristic of Millet's late style: patches of the dark lilac-pink ground color are deliberately exposed, and the underdrawing is visible, particularly in the outlines of the haystacks and the sheep.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,3 1/2 x 43 3/8 in. (85.1 x 110.2 cm),https://www.metmuseum.org/art/collection/search/437097,TRUE,FALSE
artwork_0000181,The Dance Class,edgar-degas,painting,1874,https://collectionapi.metmuseum.org/api/collection/v1/iiif/438817/2007191/main-image,"This work and its variant in the Musée d'Orsay, Paris, represent the most ambitious paintings Degas devoted to the theme of the dance. Some twenty-four women, ballerinas and their mothers, wait while a dancer executes an ""attitude"" for her examination. Jules Perrot, a famous ballet master, conducts the class. The imaginary scene is set in a rehearsal room in the old Paris Opéra, which had recently burned to the ground. On the wall beside the mirror, a poster for Rossini’s Guillaume Tell pays tribute to the singer Jean-Baptiste Faure, who commissioned the picture and lent it to the 1876 Impressionist exhibition.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,32 7/8 x 30 3/8 in. (83.5 x 77.2 cm),https://www.metmuseum.org/art/collection/search/438817,TRUE,TRUE
artwork_0000182,The Little Fourteen-Year-Old Dancer,edgar-degas,sculpture,1922,https://collectionapi.metmuseum.org/api/collection/v1/iiif/196439/1781283/main-image,"Critics and observers were appalled when the original, wax version of this now beloved figure was presented in a tutu, ballet slippers, and a wig of human hair at the 1881 Impressionist exhibition in Paris. The pubescent dancer’s jaunty, almost defiant pose and real clothing made her uncomfortably lifelike, while the appearance of her warm flesh connected her with specimens in waxwork and natural history museums. The French writer Joris-Karl Huysmans wrote at the time, ""The terrible realism of this statuette makes the public distinctly uneasy, all its ideas about sculpture, about cold lifeless whiteness . . . are demolished.""",the-metropolitan-museum-of-art-newyorkcity-us,"Partially tinted bronze, cotton tarlatan, silk satin, and wood",Overall (confirmed): H. 38 1/2 x W. 17 1/4 x D. 14 3/8 in. (97.8 x 43.8 x 36.5 cm) [n.b.: fluffiness of skirt skews measurement],https://www.metmuseum.org/art/collection/search/196439,TRUE,FALSE
artwork_0000183,Woman Having Her Hair Combed,edgar-degas,painting,1886-1888,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436173/801881/main-image,"No doubt Degas intended to include this work in the 1886 Impressionist exhibition among the nudes he described in the catalogue as ""women bathing, washing themselves, combing their hair or having it combed,"" since it is his only pastel of the mid-1880s of a woman having her hair combed. Executed in large format and meticulously finished, this nude—reminiscent of Rembrandt’s famous Bathsheba at Her Bath in the Louvre—may not have been completed in time for the exhibition, or else it may have been excluded deliberately for reasons unknown.",the-metropolitan-museum-of-art-newyorkcity-us,"Pastel on light green wove paper, now discolored to warm gray, affixed to original pulpboard mount",29 1/8 x 23 7/8 in. (74 x 60.6 cm),https://www.metmuseum.org/art/collection/search/436173,TRUE,FALSE
artwork_0000184,The Toilette of Venus,françois-boucher,painting,1751,https://collectionapi.metmuseum.org/api/collection/v1/iiif/435739/1653617/main-image,"Boucher executed this painting for Madame de Pompadour, the powerful, official mistress of Louis XV and Boucher’s most significant patron for nearly two decades. It was originally inserted into the carved and painted wood-panel walls of her Château de Bellevue, the construction of which prompted many commissions that became textbook examples of Rococo art. Boucher’s depiction of the goddess of love adorning herself with the help of putti encapsulates key features associated with this movement: overt theatricality, voluptuous flesh, and an asymmetrical unfurling of luxurious furniture, fabric, flowers, and pearls.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,42 5/8 x 33 1/2 in. (108.3 x 85.1 cm),https://www.metmuseum.org/art/collection/search/435739,TRUE,FALSE
artwork_0000185,Whalers,joseph-mallord-william-turner,painting,1845,https://collectionapi.metmuseum.org/api/collection/v1/iiif/437854/1685823/main-image,"Turner was seventy years old when Whalers debuted to mixed reviews at the Royal Academy exhibition of 1845. Its subject proved elusive, as the English novelist William Thackeray observed: ""That is not a smear of purple you see yonder, but a beautiful whale, whose tail has just slapped a half-dozen whale-boats into perdition; and as for what you fancied to be a few zig-zag lines spattered on the canvas at hap-hazard, look! they turn out to be a ship with all her sails."" Apparently Turner undertook the painting—which was returned to him—for the collector Elhanan Bicknell, who had made his fortune in the whale-oil business.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,36 1/8 x 48 1/4 in. (91.8 x 122.6 cm),https://www.metmuseum.org/art/collection/search/437854,TRUE,FALSE
artwork_0000186,"Venice, from the Porch of Madonna della Salute",joseph-mallord-william-turner,painting,1835,https://collectionapi.metmuseum.org/api/collection/v1/iiif/437853/799790/main-image,"Turner drew on his considerable experience as a marine painter and the brilliance of his technique as a watercolorist to create this view, in which the foundations of the palaces of Venice merge into the waters of the lagoon by means of delicate reflections. He based the composition on a rather slight pencil drawing made during his first trip to Venice, in 1819, but the painting is really the outcome of his second visit, in 1833. He exhibited this canvas to wide acclaim at the Royal Academy, London, in 1835.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,36 x 48 1/8 in. (91.4 x 122.2 cm),https://www.metmuseum.org/art/collection/search/437853,TRUE,FALSE
artwork_0000187,The Card Players,paul-cézanne,painting,1890-1892,https://collectionapi.metmuseum.org/api/collection/v1/iiif/435868/800382/main-image,"Cézanne was in his fifties when he undertook a painting campaign devoted to giving memorable form to a subject that inspired the likes of Caravaggio and Chardin. He was determined from the start—as we see in this sturdy Provençal scene—to make it his own. Cézanne carefully crafted this composition from figure studies he had made of local farmhands. Once he had puzzled-out his conception, he continued to fine-tune the poses and positions of the card players, until they—like the four pipes hanging on the wall behind them—each fell perfectly into place. Cézanne channeled the quiet authority he achieved here into a much larger variant (Barnes Foundation, Philadelphia) and punctuated the series with three works in which he pared away extraneous details to focus his gaze on a pair of players.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,25 3/4 x 32 1/4 in. (65.4 x 81.9 cm),https://www.metmuseum.org/art/collection/search/435868,TRUE,TRUE
artwork_0000188,Self-Portrait with a Straw Hat,vincent-van-gogh,painting,1887,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436532/1671316/main-image,"Van Gogh produced more than twenty self-portraits during his Parisian sojourn (1886–88). Short of funds but determined nevertheless to hone his skills as a figure painter, he became his own best sitter: ""I purposely bought a good enough mirror to work from myself, for want of a model."" This picture, which shows the artist's awareness of Neo-Impressionist technique and color theory, is one of several that are painted on the reverse of an earlier peasant study.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,16 x 12 1/2 in. (40.6 x 31.8 cm),https://www.metmuseum.org/art/collection/search/436532,TRUE,TRUE
artwork_0000189,Wheat Field with Cypresses,vincent-van-gogh,painting,1889,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436535/2383011/main-image,"Cypresses gained ground in Van Gogh’s work by late June 1889 when he resolved to devote one of his first series in Saint-Rémy to the towering trees. Distinctive for their rich impasto, his exuberant on-the-spot studies include the Met’s close-up vertical view of cypresses (49.30) and this majestic horizontal composition, which he illustrated in reed-pen drawings sent to his brother on July 2. Van Gogh regarded the present work as one of his “best” summer landscapes and was prompted that September to make two studio renditions: one on the same scale (National Gallery, London) and the other a smaller replica, intended as a gift for his mother and sister (private collection).",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,28 13/16 × 36 3/4 in. (73.2 × 93.4 cm),https://www.metmuseum.org/art/collection/search/436535,TRUE,FALSE
artwork_0000190,Irises,vincent-van-gogh,painting,1890,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436528/1447063/main-image,"In May 1890, just before he checked himself out of the asylum at Saint-Rémy, Van Gogh painted four exuberant bouquets of spring flowers, the only still lifes of any ambition he had undertaken during his yearlong stay: two of irises, two of roses, in contrasting color schemes and formats. In the Museum’s Irises he sought a “harmonious and soft” effect by placing the “violet” flowers against a “pink background,” which have since faded owing to his use of fugitive red pigments. Another work from this series, Roses (1993.400.5), hangs in the adjacent gallery. Both were owned by the artist’s mother until her death in 1907.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,29 x 36 1/4 in. (73.7 x 92.1 cm),https://www.metmuseum.org/art/collection/search/436528,TRUE,TRUE
artwork_0000191,Peasant Woman Cooking by a Fireplace,vincent-van-gogh,painting,1885,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436531/796298/main-image,"This work was made in Nuenen in late spring 1885, just after Van Gogh completed The Potato Eaters (Van Gogh Museum, Amsterdam), in the same dark hues that reminded the artist of ""green soap"" or ""a really dusty potato, unpeeled of course."" Van Gogh was ""convinced that in the long run it produces better results to paint [peasants] in their coarseness than to introduce conventional sweetness… If a peasant painting smells of bacon, smoke, potato steam—fine—that’s not unhealthy—if a stable smells of manure—very well, that’s what a stable’s for.""",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,17 3/8 x 15 in. (44.1 x 38.1 cm),https://www.metmuseum.org/art/collection/search/436531,TRUE,FALSE
artwork_0000192,Shoes,vincent-van-gogh,painting,1888,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436533/796180/main-image,"Van Gogh painted several still lifes of shoes or boots during his Paris period. This picture, painted later, in Arles, evinces a unique return to the earlier motif. However, here Van Gogh has placed the shoes within a specific spatial context: namely, the red-tile floor of the Yellow House. Not only may we identify the setting, but perhaps the owner of the shoes as well. It has been suggested that this ""still life of old peasants' shoes"" may have been those of Patience Escalier, whose portrait Van Gogh executed around the same time, late summer 1888.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,18 × 21 3/4 in. (45.7 × 55.2 cm),https://www.metmuseum.org/art/collection/search/436533,TRUE,FALSE
artwork_0000193,The Potato Peeler,vincent-van-gogh,painting,1885,https://collectionapi.metmuseum.org/api/collection/v1/iiif/438722/796048/main-image,"This painting from February/March 1885, with its restricted palette of dark tones, coarse facture, and blocky drawing, is typical of the works Van Gogh painted in Nuenen the year before he left Holland for France. His peasant studies of 1885 culminated in his first important painting, The Potato Eaters (Van Gogh Museum, Amsterdam).",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,16 x 12 1/2 in. (40.6 x 31.8 cm),https://www.metmuseum.org/art/collection/search/438722,TRUE,FALSE
artwork_0000194,Oleanders,vincent-van-gogh,painting,1888,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436530/796038/main-image,"For Van Gogh, oleanders were joyous, life-affirming flowers that bloomed ""inexhaustibly"" and were always ""putting out strong new shoots."" In this painting of August 1888 the flowers fill a majolica jug that the artist used for other still lifes made in Arles. They are symbolically juxtaposed with Émile Zola's La joie de vivre, a novel that Van Gogh had placed in contrast to an open Bible in a Nuenen still life of 1885.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,23 3/4 x 29 in. (60.3 x 73.7 cm),https://www.metmuseum.org/art/collection/search/436530,TRUE,FALSE
artwork_0000195,Olive Trees,vincent-van-gogh,painting,1889,https://collectionapi.metmuseum.org/api/collection/v1/iiif/437998/796179/main-image,"This is one of five pictures of olive orchards that Van Gogh made in November 1889. Painted directly from nature but animated by Seurat-like stippling and stylized passages of broken color, these works responded to recent compositions by Paul Gauguin and Émile Bernard. ""What I’ve done is a rather harsh and coarse realism beside their abstractions,"" Van Gogh observed, ""but it will nevertheless impart a rustic note, and will smell of the soil.""",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,28 5/8 x 36 1/4 in. (72.7 x 92.1 cm),https://www.metmuseum.org/art/collection/search/437998,TRUE,FALSE
artwork_0000196,Sunflowers,vincent-van-gogh,painting,1887,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436524/2341734/main-image,"Van Gogh painted four still lifes of sunflowers in Paris in late summer 1887. There is an oil sketch for this picture (Van Gogh Museum, Amsterdam) as well as another painting of two sunflowers also signed and dated 1887 (Kunstmuseum Bern), and a larger canvas showing four sunflower heads (Kröller-Müller Museum, Otterlo). Paul Gauguin acquired the two smaller works, and until the mid-1890s, when he sold his most prized possessions to finance his South Seas voyage, they held pride of place above the bed in his Paris apartment.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,17 x 24 in. (43.2 x 61 cm),https://www.metmuseum.org/art/collection/search/436524,TRUE,TRUE
artwork_0000197,"First Steps, after Millet",vincent-van-gogh,painting,1890,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436526/794544/main-image,"In fall and winter 1889–90, while a voluntary patient at the asylum in Saint-Rémy, Van Gogh painted twenty-one copies after Millet, an artist he greatly admired. He considered his copies ""translations"" akin to a musician's interpretation of a composer's work. He let the black-and-white images—whether prints, reproductions, or, as here, a photograph that his brother, Theo, had sent—pose ""as a subject,"" then he would ""improvise color on it."" For this work of January 1890, Van Gogh squared-up a photograph of Millet's First Steps and transferred it to the canvas.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,28 1/2 x 35 7/8 in. (72.4 x 91.1 cm),https://www.metmuseum.org/art/collection/search/436526,TRUE,FALSE
artwork_0000198,Women Picking Olives,vincent-van-gogh,painting,1889,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436536/1878465/main-image,"At the end of 1889, Van Gogh painted three versions of this picture. He described the first as a study from nature ""more colored with more solemn tones"" (private collection) and the second as a studio rendition in a ""very discreet range"" of colors (National Gallery of Art, Washington, D.C.). The present work, the most resolved and stylized of the three, was intended for his sister and mother, to whom Van Gogh wrote: ""I hope that the painting of the women in the olive trees will be a little to your taste—I sent [a] drawing of it to Gauguin, . . . and he thought it good. . . .""",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,28 5/8 x 36 in. (72.7 x 91.4 cm),https://www.metmuseum.org/art/collection/search/436536,TRUE,FALSE
artwork_0000199,Roses,vincent-van-gogh,painting,1890,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436534/1447064/main-image,"On the eve of his departure from the asylum in Saint-Rémy in May 1890, Van Gogh painted an exceptional group of four still lifes, to which both The Met's Roses and Irises (58.187) belong. These bouquets and their counterparts—an upright composition of irises (Van Gogh Museum, Amsterdam) and a horizontal composition of roses (National Gallery of Art, Washington)—were conceived as a series or ensemble. Traces of pink along the tabletop and rose petals in the present painting, which have faded over time, offer a faint reminder of the formerly more vivid ""canvas of pink roses against a yellow-green background in a green vase."" This painting was seized by the Nazis from Georg Simon Hirschland (1885–1942) in Essen in 1939, following Hirschland's emigration to the United States in 1938. It was restituted to his heirs in New York in 1950.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,36 5/8 x 29 1/8 in. (93 x 74 cm),https://www.metmuseum.org/art/collection/search/436534,TRUE,FALSE
artwork_0000200,"La Berceuse (Woman Rocking a Cradle; Augustine-Alix Pellicot Roulin, 1851–1930)",vincent-van-gogh,painting,1889,https://collectionapi.metmuseum.org/api/collection/v1/iiif/437984/1964024/main-image,"Of the five versions of Van Gogh’s portrait of Augustine Roulin, wife of his friend the postmaster of Arles, the present canvas is the one the sitter chose for herself. Van Gogh remarked that ""she had a good eye and took the best."" He began the portraits just before his breakdown in Arles, in December 1888, and completed them in early 1889, calling them ""La Berceuse,"" meaning ""lullaby, or woman who rocks the cradle,"" indicated by the rope held in the sitter’s hand, which is attached to the unseen cradle.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,36 1/2 × 29 in. (92.7 × 73.7 cm),https://www.metmuseum.org/art/collection/search/437984,TRUE,FALSE
artwork_0000201,"L'Arlésienne: Madame Joseph-Michel Ginoux (Marie Julien, 1848–1911)",vincent-van-gogh,painting,1888-1889,https://collectionapi.metmuseum.org/api/collection/v1/iiif/436529/795979/main-image,"While in Arles, Van Gogh painted two very similar portraits of Marie Ginoux, the proprietress of the Café de la Gare, wearing the regional costume of the legendary dark-haired beauties of Arles. The first version, which he described in a letter of November 1888 as ""an Arlésienne . . . knocked off in one hour,"" must be the more thinly and summarily executed portrait in the Musée d'Orsay, Paris. In it a parasol and gloves lie on the table instead of books. This portrait belonged to the sitter until she sold it in 1895.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,36 × 29 in. (91.4 × 73.7 cm),https://www.metmuseum.org/art/collection/search/436529,TRUE,FALSE
artwork_0000202,Cypresses,vincent-van-gogh,painting,1889,https://collectionapi.metmuseum.org/api/collection/v1/iiif/437980/794518/main-image,"Cypresses was painted in late June 1889, shortly after Van Gogh began his yearlong stay at the asylum in Saint-Rémy. The subject, which he found ""beautiful as regards lines and proportions, like an Egyptian obelisk,"" both captivated and challenged the artist: ""It’s the dark patch in a sun-drenched landscape, but it’s one of the most interesting dark notes, the most difficult to hit off exactly that I can imagine."" One of two close-up views of the ""very tall and massive"" trees in a vertical format (the other is in the Kröller-Müller Museum, Otterlo), Cypresses was shown in the 1890 Salon des Indépendants.",the-metropolitan-museum-of-art-newyorkcity-us,Oil on canvas,36 3/4 x 29 1/8 in. (93.4 x 74 cm),https://www.metmuseum.org/art/collection/search/437980,TRUE,FALSE
